12345,20090803
12346,19910221
12347,20090327
12348,20180921
12349,19920927
12350,20120110
12351,20111106
12352,20041115
12353,19950410
12354,20180724
12355,20060915
12356,20090912
12357,20031130
12358,20041204
12359,19960213
12360,20090910
12361,19970225
12362,20060815
12363,19940706
12364,20070613
12365,20110509
12366,20030129
12367,20160117
12368,20000114
12369,20120224
12370,20040617
12371,20170324
12372,20080602
12373,20141014
12374,20131128
12375,20150106
12376,20070828
12377,20010201
12378,20040922
12379,19951208
12380,20030513
12381,20031114
12382,20090911
12383,20050207
12384,19930828
12385,20050801
12386,20060123
12387,20030925
12388,19970824
12389,20170703
12390,19960424
12391,19900322
12392,20090704
12393,19900317
12394,20140609
12395,19900209
12396,19900323
12397,20080922
12398,19980613
12399,19970212
12400,20081030
12401,19960401
12402,20090902
12403,20080805
12404,20110103
12405,20040520
12406,20100221
12407,20050801
12408,20010508
12409,20081018
12410,19910703
12411,20160103
12412,20010128
12413,20140307
12414,20110110
12415,20110913
12416,19960916
12417,20130705
12418,19930810
12419,19950928
12420,20160217
12421,20040210
12422,19990613
12423,19930816
12424,20080714
12425,20140909
12426,20080419
12427,20170510
12428,20120819
12429,19910516
12430,20080509
12431,20160705
12432,20140812
12433,19911212
12434,20020116
12435,20150118
12436,20081106
12437,20031226
12438,19900107
12439,20060509
12440,19980126
12441,19960804
12442,20150505
12443,20100125
12444,20091117
12445,20100921
12446,19921026
12447,20000509
12448,20030907
12449,19951229
12450,20160905
12451,20040818
12452,20121119
12453,19910927
12454,19910230
12455,20030116
12456,20060823
12457,19960422
12458,20120227
12459,20150507
12460,20010201
12461,20171029
12462,20060213
12463,20020214
12464,19910724
12465,19930323
12466,19990316
12467,20180803
12468,19960913
12469,20090113
12470,19990519
12471,20090830
12472,20121126
12473,20030301
12474,20110618
12475,19991219
12476,20090118
12477,20090208
12478,20180210
12479,20100416
12480,20160310
12481,19960930
12482,19960614
12483,20170827
12484,19911005
12485,19970518
12486,20110809
12487,20160307
12488,20110604
12489,20120202
12490,19980408
12491,20150201
12492,20061212
12493,20120312
12494,20160723
12495,19910325
12496,19950510
12497,20050321
12498,20111226
12499,20111005
12500,19930421
12501,20011214
12502,19941128
12503,19940101
12504,20080916
12505,19990923
12506,20170214
12507,19990409
12508,20170117
12509,20160711
12510,20140724
12511,20040423
12512,19990718
12513,19941108
12514,19961206
12515,20091229
12516,19980425
12517,19951222
12518,20031220
12519,19910510
12520,19941115
12521,20040720
12522,20011104
12523,20101128
12524,20080903
12525,19970617
12526,19940607
12527,19920417
12528,20070826
12529,20100409
12530,19910120
12531,19940523
12532,19931125
12533,20050420
12534,19960205
12535,20160524
12536,19920717
12537,19960115
12538,20160208
12539,20130907
12540,20020312
12541,19930615
12542,19910224
12543,19990830
12544,19990522
12545,20020208
12546,20050916
12547,19960704
12548,20180829
12549,20010210
12550,19960402
12551,20050712
12552,19990327
12553,20050915
12554,19911101
12555,20010230
12556,20071028
12557,20080808
12558,20131009
12559,20011228
12560,19970717
12561,20050610
12562,20040220
12563,19950521
12564,20150724
12565,20071026
12566,20100122
12567,20000112
12568,19900207
12569,19941114
12570,20000330
12571,20101209
12572,20040601
12573,20120801
12574,19991223
12575,20020426
12576,20060827
12577,20050512
12578,20101012
12579,20010607
12580,20050103
12581,19991024
12582,19940124
12583,20030613
12584,20171014
12585,19900625
12586,19970222
12587,20000315
12588,20050816
12589,20171224
12590,20070511
12591,19941010
12592,19920817
12593,20130125
12594,19920524
12595,20100725
12596,20151010
12597,20120816
12598,20070617
12599,19990821
12600,20040314
12601,20090108
12602,20010611
12603,19900603
12604,19931124
12605,20140520
12606,19941104
12607,20040301
12608,20180811
12609,20110220
12610,19940717
12611,20120127
12612,19970511
12613,19911028
12614,20071115
12615,19930610
12616,20170505
12617,20170812
12618,20080627
12619,20120729
12620,20060813
12621,19960715
12622,19900509
12623,20140505
12624,20160119
12625,20160813
12626,20020224
12627,20111003
12628,19930907
12629,20070401
12630,20150620
12631,20170823
12632,19951002
12633,19961228
12634,20150409
12635,20020820
12636,20101016
12637,20021009
12638,20140604
12639,20050127
12640,19931127
12641,20051008
12642,20000215
12643,20060621
12644,19940920
12645,20091022
12646,20030426
12647,20160513
12648,19970728
12649,20081006
12650,20120805
12651,20031210
12652,19911229
12653,20051022
12654,20010919
12655,20180208
12656,20021224
12657,20130627
12658,19910428
12659,20180429
12660,20061129
12661,20121207
12662,20090821
12663,19950908
12664,20000515
12665,19970925
12666,20061014
12667,19911028
12668,19970908
12669,20160606
12670,20030911
12671,20010605
12672,20100304
12673,20150423
12674,19960206
12675,19910225
12676,20141006
12677,19981206
12678,20150809
12679,20140615
12680,19930830
12681,20031228
12682,20001025
12683,19920328
12684,20130118
12685,20050511
12686,19910426
12687,19930310
12688,20101101
12689,20110230
12690,20141110
12691,20030917
12692,19961129
12693,19931114
12694,19960113
12695,20120613
12696,19940413
12697,20000605
12698,20020219
12699,19990513
12700,19970910
12701,20071018
12702,20021122
12703,19900617
12704,19901110
12705,20000406
12706,20060620
12707,19911019
12708,20110824
12709,20131216
12710,19960610
12711,20060626
12712,19991215
12713,20081102
12714,19930803
12715,19970229
12716,20160113
12717,19920130
12718,19920705
12719,20030408
12720,20151121
12721,19950307
12722,20150814
12723,19981208
12724,20171008
12725,20020727
12726,20170701
12727,20001128
12728,19910125
12729,20070227
12730,20040915
12731,20070621
12732,20181228
12733,20090324
12734,19990707
12735,20100119
12736,20070613
12737,19971014
12738,19970127
12739,20070214
12740,19970225
12741,20110213
12742,20170409
12743,20051029
12744,20051117
12745,20060511
12746,19950511
12747,20151216
12748,19960421
12749,19980217
12750,19980214
12751,20091105
12752,20180927
12753,20160719
12754,20040521
12755,20031029
12756,20070403
12757,20000811
12758,20001119
12759,20181016
12760,19940604
12761,20040110
12762,19980310
12763,20180417
12764,19931030
12765,20141013
12766,20081016
12767,20101004
12768,20060629
12769,20120705
12770,20131102
12771,19961111
12772,20180503
12773,19930103
12774,20031127
12775,19920612
12776,19971002
12777,20140118
12778,20080426
12779,20140104
12780,20040415
12781,20160130
12782,19940717
12783,20181227
12784,20010319
12785,20070124
12786,19920906
12787,20051222
12788,19910614
12789,20000819
12790,19980429
12791,20081129
12792,19930419
12793,20170118
12794,20011008
12795,20090222
12796,19931024
12797,19970518
12798,19910208
12799,20151229
12800,20141128
12801,19970919
12802,20130410
12803,20180930
12804,20030519
12805,20060315
12806,19960428
12807,20070507
12808,20040201
12809,20170803
12810,20010722
12811,20111001
12812,20110508
12813,20170107
12814,20130326
12815,19900406
12816,20120529
12817,20121122
12818,20061217
12819,20060706
12820,20120120
12821,20100629
12822,20110920
12823,20030605
12824,19990311
12825,20120225
12826,19950414
12827,19910403
12828,19940205
12829,19980501
12830,20041207
12831,20130802
12832,20030730
12833,19990121
12834,19960712
12835,19910814
12836,20031218
12837,19980607
12838,20180115
12839,19980710
12840,19970101
12841,19920323
12842,20060322
12843,19931014
12844,20020211
12845,20140626
12846,20021229
12847,20060812
12848,19910321
12849,19960423
12850,19961019
12851,20000614
12852,20090805
12853,20110619
12854,19921102
12855,20040308
12856,19940829
12857,19941013
12858,19980815
12859,20001014
12860,20140515
12861,19900418
12862,19960722
12863,20060216
12864,20120413
12865,20160721
12866,20070928
12867,19960905
12868,20020715
12869,19910709
12870,19960417
12871,20081219
12872,20020709
12873,20120412
12874,20050109
12875,19980112
12876,20061107
12877,20030504
12878,20031012
12879,20141007
12880,20080302
12881,19920212
12882,20101220
12883,19991116
12884,20110518
12885,19930325
12886,20080118
12887,20071108
12888,19940725
12889,19980707
12890,20141220
12891,19990820
12892,19940213
12893,20180722
12894,20130507
12895,20020226
12896,20040830
12897,20020214
12898,19990220
12899,20000501
12900,20140329
12901,20131201
12902,20020526
12903,20150927
12904,19960408
12905,19990811
12906,20070822
12907,19910230
12908,19901004
12909,20080110
12910,19930917
12911,20150210
12912,20120708
12913,20170513
12914,20090502
12915,20160908
12916,20040508
12917,19901007
12918,19910128
12919,19970902
12920,19940628
12921,20090224
12922,20000105
12923,19990808
12924,20180714
12925,20041118
12926,20140120
12927,20020823
12928,20121202
12929,20130707
12930,19900323
12931,20110225
12932,20120419
12933,19900506
12934,20070121
12935,20120512
12936,19931018
12937,20131006
12938,20150507
12939,20040402
12940,20100213
12941,20090806
12942,20150820
12943,20120130
12944,20050114
12945,19931224
12946,20180424
12947,20020212
12948,19940924
12949,19990809
12950,19961029
12951,19960626
12952,19910402
12953,19910428
12954,20020129
12955,19940527
12956,20031222
12957,20000701
12958,20100908
12959,20170420
12960,20140830
12961,20170120
12962,20050104
12963,20180902
12964,20040507
12965,20010713
12966,19921210
12967,20140417
12968,19980708
12969,19940723
12970,20010530
12971,20060130
12972,20081230
12973,19910929
12974,19930520
12975,20040310
12976,19950802
12977,20140819
12978,20080321
12979,20120921
12980,20020530
12981,20120820
12982,20090305
12983,19990501
12984,20080115
12985,20130808
12986,20050830
12987,20150713
12988,20150308
12989,20070926
12990,20060822
12991,20030504
12992,19950106
12993,20140118
12994,20061214
12995,20070121
12996,19951117
12997,20081230
12998,20131025
12999,19971130
13000,19930819
13001,20010721
13002,20020804
13003,19981130
13004,20110230
13005,20110726
13006,19960708
13007,20131006
13008,20001026
13009,19900110
13010,19930226
13011,20040421
13012,20131109
13013,19940323
13014,20130930
13015,19961228
13016,20000806
13017,20020304
13018,20070924
13019,20120120
13020,19980705
13021,20130901
13022,20181014
13023,19900805
13024,20010716
13025,20080425
13026,20000202
13027,19911127
13028,19980527
13029,19940420
13030,19900607
13031,19960915
13032,20160810
13033,19951114
13034,19930130
13035,20131222
13036,20170208
13037,19910726
13038,20101122
13039,19991123
13040,20090420
13041,20160229
13042,20021012
13043,20150503
13044,20030428
13045,19960517
13046,19910818
13047,20070417
13048,19930815
13049,19940812
13050,19900311
13051,19950215
13052,20160819
13053,20020617
13054,20071020
13055,20170707
13056,19940208
13057,20020722
13058,20120912
13059,19930810
13060,20170905
13061,19910711
13062,19910316
13063,20130129
13064,20020923
13065,20140509
13066,20031217
13067,20161216
13068,20050321
13069,20001020
13070,20011105
13071,20050115
13072,19970224
13073,20000821
13074,19940405
13075,20040604
13076,20071114
13077,20090626
13078,20030707
13079,20120420
13080,20150716
13081,20050506
13082,19930421
13083,20180623
13084,20020923
13085,20151005
13086,19920726
13087,20120816
13088,20100125
13089,20150615
13090,20090309
13091,20050627
13092,19931215
13093,20060121
13094,20101219
13095,20061108
13096,19941009
13097,19901001
13098,20020929
13099,20071224
13100,19911228
13101,19950928
13102,20051129
13103,19940317
13104,20000330
13105,19991019
13106,20040204
13107,20030804
13108,20170304
13109,20090412
13110,19910429
13111,19901202
13112,20090617
13113,20050629
13114,20140213
13115,19980228
13116,19920304
13117,19970110
13118,20071225
13119,20030322
13120,19920406
13121,19930205
13122,20170610
13123,20030617
13124,20151026
13125,19970622
13126,19910903
13127,19910309
13128,20090729
13129,20131109
13130,20030608
13131,19921124
13132,20080221
13133,20021130
13134,20021206
13135,20050929
13136,20040729
13137,20031101
13138,19920305
13139,20111206
13140,20120222
13141,20000503
13142,20020709
13143,20060627
13144,19950514
13145,20160708
13146,20090113
13147,19971105
13148,20020727
13149,20100815
13150,19990627
13151,20130430
13152,20111119
13153,20020527
13154,20021210
13155,20171204
13156,20011004
13157,19910630
13158,19980918
13159,19970110
13160,20050905
13161,20180608
13162,19990625
13163,20010420
13164,20090417
13165,19960615
13166,19961007
13167,19970826
13168,20070110
13169,20161224
13170,19900318
13171,19960823
13172,20070830
13173,20080918
13174,20050723
13175,20120904
13176,20050527
13177,20010721
13178,20020728
13179,19990525
13180,20030419
13181,19940927
13182,20100703
13183,19920702
13184,20051127
13185,19911214
13186,20160216
13187,20111024
13188,20130914
13189,20121124
13190,19960104
13191,19941222
13192,20010610
13193,20020521
13194,20030611
13195,20070827
13196,19950127
13197,20120821
13198,20090427
13199,20011117
13200,20100710
13201,19990902
13202,20041005
13203,19970313
13204,20051102
13205,20101218
13206,20161007
13207,19931113
13208,19920823
13209,19990305
13210,20110513
13211,19970118
13212,20030128
13213,20001214
13214,20011206
13215,19911228
13216,19911028
13217,20090626
13218,20061122
13219,20040729
13220,20180924
13221,20070605
13222,20130518
13223,20101115
13224,20160817
13225,20140803
13226,20020802
13227,20181106
13228,20070107
13229,20100812
13230,20090430
13231,20120903
13232,20041224
13233,19971003
13234,20120517
13235,20080530
13236,19980830
13237,20051110
13238,20180102
13239,19920724
13240,19980629
13241,20030209
13242,20180613
13243,20050416
13244,20130812
13245,19970819
13246,19940926
13247,20090527
13248,20000220
13249,20000320
13250,19941206
13251,20110728
13252,20121113
13253,20130312
13254,19950623
13255,20121217
13256,20120819
13257,20050417
13258,20120919
13259,20151218
13260,19960827
13261,19961010
13262,19911124
13263,19931117
13264,20130815
13265,20070412
13266,20000821
13267,20001122
13268,20140216
13269,20120407
13270,20090723
13271,19970502
13272,20120818
13273,19911121
13274,20001004
13275,19900410
13276,19920113
13277,20001204
13278,20080926
13279,19990727
13280,20051112
13281,19960218
13282,19960221
13283,20171127
13284,20101109
13285,19930320
13286,20030815
13287,20140222
13288,19930129
13289,19940412
13290,19950521
13291,19991121
13292,20061229
13293,20150214
13294,20010208
13295,19900430
13296,20061016
13297,19910421
13298,19950410
13299,20050823
13300,19920317
13301,19960226
13302,19900621
13303,20130428
13304,19920219
13305,19951217
13306,20040924
13307,20070515
13308,20070723
13309,19910915
13310,19970727
13311,20120729
13312,20120926
13313,19980216
13314,20040928
13315,20170618
13316,19940918
13317,19990316
13318,20080213
13319,19921212
13320,19920823
13321,20060225
13322,20150403
13323,20080526
13324,20041116
13325,20030816
13326,20180326
13327,20170203
13328,20021221
13329,20061211
13330,19910407
13331,19901112
13332,19991130
13333,20160630
13334,20000508
13335,20000510
13336,20070213
13337,20070401
13338,19941230
13339,20091101
13340,20080213
13341,19900506
13342,19960807
13343,19920211
13344,19991029
